claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,auto_accepted,would_auto_accept_after_all_gates,retrieval_source,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,reviewer_check_point,reviewer_risk_level,reviewer_source_note,priority_score
1032,"Kronik düşük seviyeli iltihaplanma, saç köklerinin dinlenme evresini uzatıp büyüme evresini kısaltarak saç dökülmesine katkıda bulunur.",mekanizma,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,568,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/42293755/,"Paketteki kaynaklar, kronik inflamasyonun (örn. androjenetik alopesi bağlamında Gsdma3 aşırı ekspresyonu, kolajen ağı değişimleri) saç folikülü döngüsünü ve minyatürleşmeyi bozduğunu öne sürüyor, ancak hiçbiri iddianın spesifik mekanik önermesini -telogen (dinlenme) fazının uzaması VE anagen (büyüme) fazının kısalması- doğrudan ve niceliksel olarak test etmiyor. [2] numaralı derleme 'kronik düşük düzeyli inflamasyon' terimini kullanıyor ama bunu telogen/anagen faz süreleri açısından değil, kolajen ağı ve niş bütünlüğü çerçevesinde spekülatif bir hipotez olarak sunuyor ('may drift', 'plausible basis'). [1] ise doğal fare modelinde inflamasyonun anagen'e erken geçişe (telogenin kısalmasına, iddianın tersine) yol açtığını gösteriyor, bu da iddiayla tam örtüşmüyor. Bu nedenle kanıt yönü net değil ve doğrudan bir doğrulama/çürütme yapılamıyor.",indirect,mixed,primary_study,"tier_url:other->primary_study,retrieval_cited,package_only_forced,specificity_tier:direct","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",orta,Sağlanan kanıt paketinden,0.0
1048,Yüksek kortizol seviyesi bağırsak florasını bozarak besin emilimini olumsuz etkiler.,mekanizma,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,899,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/39773070/,"Paketteki çalışmalar (kronik kısıtlama stresi/kortikosteron modelleri) bağırsak mikrobiyota bozulması ile davranışsal/nöroinflamatuar sonuçlar arasındaki ilişkiyi gösteriyor; örneğin bir çalışma <cite index=""1-1,1-4,1-5"">RRS-induced unique gut microbial phenotypes vitamin B6 metabolitleriyle ilişkilendirilmiş ve bu bozulmanın stres ile ilişkili beyin hastalıklarında rol oynadığı belirtilmiştir</cite>, ancak bu doğrudan 'besin emilimi'nin olumsuz etkilendiğini ölçen bir sonuç değildir. Web aramasında bulunan kaynaklar da (ticari sağlık blogları) iddiayı destekler nitelikte anlatımlar içeriyor ancak bunlar hakemli bilimsel kanıt sunmuyor ve nutrient emilimi ile kortizol arasındaki nedensel ilişkiyi doğrudan test eden bir klinik/insan çalışması bulunamadı. Bu nedenle iddianın mekanizması (kortizol → dysbiosis → azalmış besin emilimi) kısmen makul olsa da doğrudan kanıtla desteklenmediğinden 'belirsiz' olarak değerlendirilmelidir.",indirect,insufficient,primary_study,"retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,0.0
1033,Bağırsak florası bozukluğu düzeltilmeden yüksek doz biyotin takviyesi almak saç dökülmesini tedavi etmede etkisizdir.,tedavi,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,596,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,https://www.cell.com/cell-reports/fulltext/S2211-1247(17)31036-7,"İddianın 'bağırsak florası bozukluğu düzeltilmeden biyotin etkisizdir' spesifik önermesini insanlarda doğrudan test eden bir çalışma bulunamadı. Fare modelinde (Hayashi et al.) tam tersi bulgu var: dysbiosis+biyotin eksikliği alopesiye yol açsa da, biyotin takviyesi (antibiyotik kesilmesiyle) yerleşik alopesiyi tersine çevirebildi, yani biyotin flora düzelmeden de etkili olabiliyor bu modelde. İnsan sistematik derlemeleri ise biyotinin genel olarak 'ispatlanmış eksiklik olmadan' etkisiz olduğunu gösteriyor ama bu bağırsak florası bozukluğuna özel bir önerme değil, kanıt karışık ve iddianın spesifik mekanizma zincirini (flora bozukluğu → düzeltilmeden biyotin etkisiz) doğrudan destekleyen insan kanıtı yok.",indirect,mixed,other,"tier_url:primary_study->other,web_search_override,specificity_tier:background,no_direct_evidence_expected","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),0.0
1015,60 yaşını geçmiş ve saçlarında ilerleyici incelme yaşayan insanların büyük çoğunluğunda asıl biyolojik sorun bağırsaklardadır.,tanı,high,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,99,v2,belirsiz,0.25,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/36578576/,"İddia çok güçlü ve spesifik bir nedensel önerme içeriyor: 60 yaş üstü ilerleyici saç incelmesi olan 'büyük çoğunluğun' asıl sorununun bağırsak olduğu. Paketteki en yakın kaynak [4] (Korean AGA çalışması) skalp ve bağırsak mikrobiyomu arasında korelasyonel bir ilişki ve ağ farklılıkları buluyor, ancak bunu 'asıl biyolojik sorun bağırsaktadır' ya da bunun büyük çoğunlukta geçerli olduğu şeklinde bir nedensellik olarak sunmuyor; hatta genetik yatkınlık ve seks hormonlarının ana nedenler olduğunu belirtiyor. Diğer kaynaklar ([1],[2],[3],[5]) genel yaşlanma-mikrobiyota ilişkisini ele alıyor ama saç dökülmesiyle doğrudan ilgili değil. Kanıtlar korelasyon düzeyinde ve nedensellik/yaygınlık iddiasını doğrulamıyor, bu yüzden düşük güvenle 'belirsiz' işaretliyorum.",indirect,insufficient,primary_study,"retrieval_cited,package_only_forced,specificity_tier:direct",Kaynak iddiayı dolaylı ele alıyor — 'belirsiz' için doğrudan kanıt var mı kontrol edin.,yüksek,Sağlanan kanıt paketinden,0.0
1040,Haftada iki kez dana ciğeri tüketmek ferritin depolarını doğal yoldan doldurabilir.,tedavi,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,706,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/29070551/,"PubMed/EuropePMC paketindeki çalışmalar diyet demiri ile karaciğer ferritin proteini ekspresyonu (hayvan modeli), serum ferritin ile metabolik sendrom/NAFLD ilişkisi veya kalori/demir kısıtlamasının ferritini düşürmesi gibi konuları ele alıyor; hiçbiri 'haftada iki kez dana ciğeri tüketiminin ferritin depolarını doldurması' iddiasını doğrudan test etmiyor. Web aramasında bulunan kaynaklar (sağlık blogları, hastane siteleri) genel olarak ciğerin heme demirden zengin olduğunu ve kırmızı et/ciğer tüketiminin demir eksikliğinde faydalı olabileceğini belirtse de, bunlar spesifik doz-yanıt ilişkisini gösteren klinik veri sunmuyor. Mekanizma (heme demirin iyi emildiği) makul olsa da, 'haftada iki kez' miktarının ferritin depolarını doldurmaya yeteceğine dair doğrudan kontrollü kanıt yok, bu yüzden belirsiz olarak değerlendirilmelidir.",indirect,insufficient,primary_study,"tier_url:other->primary_study,retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
352,2018 yılında Verona Üniversitesi'nde yapılan bir çalışma beyne giden kan akışındaki azalmanın hafıza sorunlarının şiddetiyle doğrudan bağlantılı olduğunu kanıtladı.,diğer,medium,QBlBHEf0jm4,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Bu 30 Cent'lik Sebze 60 Yaş Sonrası Beyninizin Hafıza Merkezini Yeniden İnşa Ediyor,258,v1,belirsiz,0.2,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,,"İddiada belirtilen 'Verona Üniversitesi, 2018 çalışması' için ne verilen kanıt paketinde ne de yapılan ek aramada eşleşen, iddiayı doğrudan destekleyen veya çürüten bir kaynak bulunabildi. Serebral kan akışı ile bilişsel/hafıza fonksiyonu arasındaki ilişkiyi inceleyen genel literatür mevcut olsa da (ör. SABRE çalışması, Vanderbilt Memory & Aging Project), bunlar Verona Üniversitesi'ne veya 2018 yılına ait değil ve iddianın spesifik önermesini ele almıyor. Bu nedenle iddia doğrulanamıyor veya çürütülemiyor.",unrelated,insufficient,other,"web_search_override,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Claude'un kendi aramasından (pakette değildi),0.0
1034,"Katkısız, kısa raf ömürlü kefir tüketmek bağırsak florasını yeniden inşa ederek saç dökülmesini iyileştirebilecek en etkili ve ucuz yöntemdir.",tedavi,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,600,v2,belirsiz,0.2,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/37389589/,"Retrieval paketindeki hiçbir kaynak, kefir tüketiminin bağırsak florasını yeniden inşa ederek saç dökülmesini iyileştirdiğine ya da bunun 'en etkili ve ucuz yöntem' olduğuna dair doğrudan klinik kanıt sunmuyor. [3] numaralı çalışma kefirin fare modelinde bağırsak mikrobiyotasını ve SCFA üretimini etkilediğini gösteriyor ancak saç dökülmesiyle ilgili değil; [4] numaralı derleme cilt mikrobiyomu ve probiyotiklerden bahsediyor fakat saç dökülmesini spesifik olarak ele almıyor. Web aramasında bulunan sonuçlar da (Medipol, Acıbadem, Memorial gibi genel sağlık portalları) kefirin saç sağlığına 'katkıda bulunabileceği' yönünde genel, kanıt düzeyi zayıf ifadeler içeriyor; hiçbiri 'en etkili ve ucuz yöntem' iddiasını doğrulayan kontrollü bir çalışma sunmuyor, bu nedenle iddia hem güçlü şekilde desteklenmiyor hem de doğrudan çürütülmüyor.",indirect,insufficient,primary_study,"retrieval_cited,specificity_tier:supportive",Kaynak iddiayı dolaylı ele alıyor — 'belirsiz' için doğrudan kanıt var mı kontrol edin.,yüksek,Sağlanan kanıt paketinden,0.0
1146,Ven kapakçıklarının kendini onarması ve yeni kolajen üretimi zaman alan yavaş bir süreçtir.,mekanizma,low,Iw1akJ5SQgM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Varis Damarları Kayboluyor — Doktorların Asla Reçete Etmediği 5 Dakikalık Akşam Ritüeli,1055,v2,belirsiz,0.25,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/32151701/,"Paketteki kaynaklar ven kapakçığı doku mühendisliği, decellularizasyon ve kalp kapakçığı rejenerasyonu üzerine olup, ven kapakçıklarının doğal kendini onarma hızına veya kolajen üretim kinetiğine dair doğrudan veri sunmuyor. Ek web taramasında bulunan kaynaklar da patent metinleri ve kalp kapakçığı çalışmaları olup iddiayı doğrudan ele almıyor; klinik literatürde hasarlı venöz kapakçıkların genellikle kalıcı işlev bozukluğuna yol açtığı ve cerrahi/protez onarım gerektirdiği bilinse de, 'yavaş kendini onarım süreci' önermesi spesifik olarak doğrulanmıyor veya çürütülmüyor.",indirect,insufficient,primary_study,"retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,0.0
1052,Ülseri olan kişiler sabah limon yerine bal tüketmelidir.,önleme,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,992,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/24521651/,"Paketteki PubMed kaynağı balın reflü/mide mukozasında koruyucu ve antiinflamatuar etkileri olabileceğini gösteriyor, ancak bu iddianın 'sabah limon yerine bal' şeklindeki spesifik, karşılaştırmalı ve zamanlamaya dayalı önerisini doğrudan ele almıyor. Web kaynaklarında da limonun ülserde zararlı olduğuna dair net bir konsensüs yok; bazı kaynaklar dilüe edilip öğünle tüketilirse sorun olmayabileceğini, bazıları ise kaçınılması gerektiğini söylüyor ve bu kaynaklar genellikle blog/forum niteliğinde, klinik kılavuz değil. Bal ile ilgili kısım zayıf-orta düzeyde destekleniyor ama limonun 'yerine' geçmesi gerektiği iddiası spekülatif ve kanıta dayalı bir karşılaştırma sunulmuyor.",indirect,insufficient,primary_study,"retrieval_cited,specificity_tier:supportive",Kaynak iddiayı dolaylı ele alıyor — 'belirsiz' için doğrudan kanıt var mı kontrol edin.,orta,Sağlanan kanıt paketinden,0.0
1057,Çiğ kabak çekirdeği hücre seviyesinde keratin üretimi için gerekli çinkoyu sağlar.,mekanizma,low,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,1024,v2,belirsiz,0.2,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/10859317/,"Retrieval paketindeki tüm kaynaklar keratin genetiği, hücre farklılaşması ve saç folikülü biyolojisi ile ilgili moleküler biyoloji çalışmalarıdır; hiçbiri kabak çekirdeği, çinko alımı veya çinkonun keratin sentezindeki rolünü doğrudan ele almamaktadır. İddia hem beslenme (kabak çekirdeğinin çinko içeriği) hem de biyokimya (çinkonun keratin üretimindeki rolü) bileşenlerini birleştiriyor ama paket bu bağlantıyı kanıtlayan hiçbir kaynak sunmuyor. Çinkonun genel olarak protein sentezi ve deri/saç sağlığında kofaktör rolü bilinse de, bu spesifik iddiayı (kabak çekirdeği → hücresel keratin üretimi) doğrudan destekleyen bir kaynak yok, bu yüzden mevcut kanıtla belirsiz/düşük güven veriyorum.",unrelated,insufficient,primary_study,"tier_url:other->primary_study,retrieval_cited,package_only_forced,specificity_tier:direct",Atıf yapılan kaynak iddiayla ilgisiz görünüyor — doğru kaynak var mı?,orta,Sağlanan kanıt paketinden,0.0
1226,Yeterli su tüketimi lenf sıvısını incelterek akışkanlığını artırır ve tahliyeyi kolaylaştırırken susuzluk lenf sıvısının koyulaşmasına neden olur.,mekanizma,low,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",917,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,https://www.profdrpinarborman.com/lenf-sagligi-icin-alinabilecek-onlemler/,"Retrieval paketindeki PubMed makaleleri (IV sıvı tedavisi, fitokompozisyon, MRI, hidrojel, gözyaşı filmi) iddianın spesifik önermesi olan 'su tüketimi lenf sıvısını inceltir, susuzluk koyulaştırır' mekanizmasını doğrudan test etmiyor; bunlar dolaylı/genel sıvı fizyolojisi konularıdır. Web aramasında bulunan kaynaklar da popüler sağlık blogları ve klinik web sitelerinden ibaret, hakemli bilimsel kaynak veya kılavuz değil, dolayısıyla iddia yaygın olarak tekrarlansa da güvenilir birincil/klinik kanıtla doğrulanamıyor. Lenf sıvısının büyük oranda sudan oluştuğu doğru olsa da, dehidrasyonun lenf viskozitesini artırdığına veya hidrasyonun tahliyeyi kolaylaştırdığına dair kontrollü insan çalışması bulunamadı.",indirect,insufficient,other,"web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Claude'un kendi aramasından (pakette değildi),0.0
1234,Sabah yatakta kalkmadan önce ayak bileklerini 30 kez pompa gibi hareket ettirmek gece boyu durgunlaşan lenf akışını canlandırır.,tedavi,medium,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",1093,v2,belirsiz,0.25,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,https://bursaortopedi.org/genel/ayak-bileginde-odem/,"Retrieval paketindeki kaynaklar (glimfatik beyin sıvısı, kompresyon çorabı çalışmaları, kalp kapağı hastalıkları) iddianın spesifik önermesini -sabah kalkmadan önce 30 kez ayak bileği pompalama ve gece boyu 'durgunlaşan' lenf akışının canlanması- doğrudan ele almıyor. Web aramasında bulunan kaynaklar genel egzersiz/lenfödem blog içerikleri olup, ayak bileği pompalamanın kas pompası yoluyla dolaşımı/lenf akışını desteklediği fikri yaygın ama 'gece durgunlaşma' iddiası ve '30 tekrar' spesifik sayısı hiçbir kaynakta doğrulanmıyor. Bu nedenle kanıt yetersiz ve iddia doğrulanamıyor ya da çürütülemiyor.",indirect,insufficient,other,"web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Claude'un kendi aramasından (pakette değildi),0.0
1236,Akşam yemeğinden önce 5 dakika hafif tempoda yürümek derin baldır kaslarını çalıştırarak lenf akışını destekler.,tedavi,low,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",1144,v2,belirsiz,0.3,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/30694211/,"Baldır kası pompasının bacak venöz ve lenfatik akışını desteklediği fizyolojik olarak kabul görmüş bir mekanizmadır; paketteki çalışmalar (örn. kalf kası pompasının 'ikinci kalp' olarak tanımlanması) yürüyüş ve kas kontraksiyonunun dolaşımı desteklediğini gösteriyor. Ancak hiçbir kaynak 'akşam yemeğinden önce 5 dakika hafif tempoda yürüme' gibi spesifik süre, zamanlama ve yoğunluk kombinasyonunu doğrudan test etmiyor; bulgular genel yürüyüş/egzersiz süreleri (15-45 dk) üzerinden yapılmış ve blog kaynakları bilimsel derleme niteliğinde değil. Bu nedenle iddianın spesifik önermesi (5 dakika, akşam yemeği öncesi, 'derin baldır kasları') doğrudan doğrulanamıyor.",indirect,insufficient,primary_study,"tier_url:other->primary_study,retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
1240,"Emekli öğretmen vakasında bu rutin 3 hafta uygulandıktan sonra bacaklarda çorap izleri kayboldu, gece uyanmaları sona erdi ve ayak bilekleri sabah haline döndü; bu değişim sırasında kalp ilaçları veya idrar söktürücüleri değiştirilmemişti.",tedavi,high,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",1291,v2,belirsiz,0.15,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://medlineplus.gov/edema.html,"Paketteki kaynaklar (bacak masajı, lenfödem vaka raporu, nekrotizan fasiit rehabilitasyonu, MedlinePlus kalp yetmezliği/ödem genel bilgileri) bu spesifik 'emekli öğretmen' vakasını, 3 haftalık rutini veya bu vakada ilaç değişikliği olmamasını doğrudan ele almıyor; bunlar anekdot niteliğindeki bir iddiayı test edecek türde bir kaynak değil. MedlinePlus ödem sayfası genel olarak bacak yükseltme, kompresyon çorabı ve tuz kısıtlamasının ödemi azaltabileceğini belirtse de bu, belirtilen spesifik vaka anlatısını doğrulamaz veya çürütmez. İddia, tek bir kişisel deneyime dayanan anekdot niteliğinde olup bilimsel literatürde izlenebilir/doğrulanabilir bir karşılığı olmadığından değerlendirme yapılamıyor.",indirect,insufficient,guideline,"tier_url:encyclopedia->guideline,retrieval_cited,specificity_tier:background,no_direct_evidence_expected","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",yüksek,Sağlanan kanıt paketinden,0.0
1247,Madrid Ramón y Cajal Üniversite Hastanesi araştırmasına göre kendi evinde bağımsız yaşayan 65 yaş üstü bireylerin %29'undan fazlasında teşhis edilmemiş ileri derecede sarkopeni bulunmuştur.,tanı,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,219,v2.1,belirsiz,0.2,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,https://www.elsevier.es/es-revista-revista-espanola-geriatria-gerontologia-124-articulo-prevalencia-sarcopenia-consultas-geriatria-residencias--S0211139X13000243,"Arama sonuçlarında Ramón y Cajal Hastanesi'nin sarkopeni ile ilgili birçok çalışması bulunuyor (ELLI çalışması huzurevleri/geriatri poliklinikleri için, kalça kırığı hastaları için %34,9 prevalans gibi), ancak iddiada belirtilen spesifik popülasyon (evde bağımsız yaşayan 65 yaş üstü), spesifik rakam (%29'dan fazla) ve 'teşhis edilmemiş ileri derecede sarkopeni' ifadesiyle tam örtüşen bir çalışma bulunamadı. Retrieval paketindeki diğer çalışmalar (Valencia, Barcelona, EWGSOP2 sistematik derlemesi) farklı merkezlere ait olup bu hastaneyle ilgisizdir. Bu nedenle iddianın doğruluğu doğrulanamadı.",indirect,insufficient,other,"tier_url:primary_study->other,web_search_override,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Claude'un kendi aramasından (pakette değildi),0.0
1265,"61 yaşındaki bir hastanın günlük yürüyüş yapmasına rağmen düşük proteinli kahvaltı (4 gramın altında) nedeniyle kas gücü kaybı yaşadığı, diyetine peynir altı suyu proteini, proteinli süt ve hidrolize kolajen eklenmesinin ardından 8 hafta sonra bacak gücünde belirgin iyileşme bildirdiği vaka anlatılmıştır.",tedavi,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,932,v2.1,belirsiz,0.2,50.0,belirsiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/33564844/,"Paketteki kaynaklar yaşlı erkeklerde protein takviyesi, direnç egzersizi ve kas protein sentezi üzerine genel araştırmalardır; ancak hiçbiri bu spesifik vaka anlatısını (61 yaşındaki hastanın düşük proteinli kahvaltısı, günlük yürüyüşü, peynir altı suyu proteini + proteinli süt + hidrolize kolajen kombinasyonunun 8 hafta sonunda bacak gücünde belirgin iyileşme sağladığı) doğrudan ele almıyor. Örneğin [3] no'lu kaynak kolajen ve whey protein takviyesinin yaşlılarda kas gücü üzerindeki etkisini incelese de, iddiadaki spesifik vaka detayları (4 gram altı protein, 8 hafta, üç bileşenli kombinasyon) hiçbir kaynakta doğrulanmıyor. Bu bir vaka raporu niteliğinde olup, genel bilimsel literatür yönü destekleyici olsa da (protein takviyesinin yaşlılarda kas fonksiyonuna faydası), bu spesifik vakanın kendisi doğrulanamıyor; bu nedenle 'belirsiz' ve düşük güvenle işaretliyorum.",indirect,insufficient,primary_study,"retrieval_cited,specificity_tier:background,no_direct_evidence_expected","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",yüksek,Sağlanan kanıt paketinden,0.0
1268,"60-78 yaş arası katılımcılarla yapılan bir çalışmada, 12 hafta hidrolize kolajen kullanan grubun diz ve kalça ağrılarında kontrol grubuna kıyasla %41 azalma bildirdiği görülmüştür.",tedavi,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1078,v2.1,belirsiz,0.25,50.0,belirsiz,0.0,0.0,0.0,web_search,,,,https://www.oarsijournal.com/article/S1063-4584(16)00389-7/fulltext,"İddiada belirtilen çok spesifik kombinasyon (60-78 yaş aralığı, tam olarak %41 azalma, hem diz hem kalça ağrısı, 12 haftalık kontrol grubu karşılaştırması) hiçbir bulunan çalışmayla birebir eşleşmiyor. Benzer çalışmalar farklı yaş aralıkları (30-81 yaş, 63 yaş medyan, 45-60 yaş, 18-30 yaş) ve farklı yüzdeler (%38 aktivite ağrısı, %39 istirahat ağrısı, %41.67 ise NSAİD kullanım oranı farkı, ilaç kullanımıyla ilgili) bildiriyor; bunlardan biri (Schulze ve ark. 2024) 182 katılımcıyla diz VE kalça ağrısını birlikte inceleyen en yakın çalışma olsa da yaş aralığı ve %41 rakamı uyuşmuyor. Hidrolize kolajenin diz/kalça ağrısını azalttığına dair genel yönde kanıt mevcut olsa da, iddianın tam sayısal ve demografik detaylarını doğrulayan spesifik bir kaynak bulunamadı; bu nedenle iddia doğrulanamıyor ya da çürütülemiyor.",indirect,insufficient,other,"tier_url:primary_study->other,web_search_override","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),0.0
67,"Kahvaltıda yumurta yemek, öğlen nohut/ıspanak yemek ve akşam yoğurt/ceviz yemek gibi doğru zamanlama besinlerin bacak sağlığına etkisini artırır",mekanizma,low,S79wnve6Bgk,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,60 Yaşından Sonra Bacaklar İlk Zayıflayan Bölge! Her Gün Bu 6 Besini Tüketin,367,v1,belirsiz,0.1,50.0,belirsiz,0.0,1.0,0.0,native,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8780356/,,,,primary_study,,"Model belirsiz dedi — iddia için yeterli kanıt var mı, yeniden değerlendirin.",düşük,Kaynak türü belirtilmedi,0.0
